GeneName,0h.a,0h.b,2h.a,2h.b,8h.a,8h.b,16h.a,16h.b
Tmem57,6.6E+03,7.4E+03,4.7E+03,7.5E+03,9.5E+03,1.0E+04,1.2E+04,1.1E+04
Tmf1,3.4E+03,3.2E+03,3.1E+03,3.3E+03,4.6E+03,3.9E+03,9.0E+03,8.4E+03
Tmpo,1.3E+04,1.3E+04,1.4E+04,2.2E+04,1.5E+04,1.4E+04,2.7E+04,2.8E+04
Tnfrsf10b,2.6E+03,3.2E+03,3.0E+03,3.2E+03,8.9E+03,7.8E+03,9.3E+03,1.4E+04
Tnks1bp1,4.0E+03,4.2E+03,2.8E+03,3.7E+03,3.5E+03,3.7E+03,5.1E+03,5.2E+03
Tomm70a,2.9E+03,3.7E+03,3.2E+03,3.7E+03,4.1E+03,3.3E+03,6.6E+03,6.9E+03
Tomm70a,2.5E+03,3.2E+03,2.6E+03,2.7E+03,3.5E+03,3.3E+03,6.4E+03,7.7E+03
Top1,1.1E+04,1.1E+04,1.2E+04,1.4E+04,1.4E+04,1.5E+04,2.9E+04,2.9E+04
Topbp1,2.5E+03,2.9E+03,2.5E+03,2.4E+03,2.9E+03,2.9E+03,5.3E+03,4.9E+03
Topors,1.8E+04,1.7E+04,1.6E+04,1.7E+04,2.4E+04,2.1E+04,3.2E+04,3.2E+04
Topors,2.6E+04,2.6E+04,2.1E+04,2.4E+04,3.4E+04,3.1E+04,4.5E+04,4.1E+04
Topors,4.9E+03,5.9E+03,6.1E+03,5.3E+03,6.9E+03,7.7E+03,1.3E+04,9.7E+03
Tox2,1.6E+04,1.7E+04,1.4E+04,1.7E+04,3.3E+04,2.9E+04,3.4E+04,3.4E+04
Tpd52l2,1.1E+04,1.1E+04,1.3E+04,1.4E+04,1.3E+04,1.4E+04,1.8E+04,1.7E+04
Tpd52l2,6.9E+03,7.6E+03,8.9E+03,8.3E+03,7.9E+03,7.3E+03,1.1E+04,1.1E+04
Tram1,2.2E+03,3.1E+03,2.2E+03,2.4E+03,2.6E+03,2.7E+03,4.4E+03,4.7E+03
Tram1,5.9E+03,4.6E+03,2.7E+03,4.5E+03,3.8E+03,4.1E+03,9.4E+03,9.7E+03
Trappc12,5.3E+03,5.4E+03,4.4E+03,4.0E+03,5.1E+03,5.3E+03,6.3E+03,6.6E+03
Trim33,1.3E+04,1.3E+04,1.3E+04,1.6E+04,1.6E+04,1.5E+04,2.4E+04,2.1E+04
Trip11,5.0E+03,3.0E+03,8.2E+03,6.6E+03,8.6E+03,8.4E+03,1.2E+04,1.3E+04
Trip12,8.6E+03,8.2E+03,6.5E+03,6.3E+03,7.2E+03,8.9E+03,1.2E+04,1.2E+04
Trip12,8.4E+03,6.6E+03,4.9E+03,9.9E+03,8.5E+03,8.1E+03,1.9E+04,1.9E+04
Trip12,4.5E+03,4.6E+03,4.1E+03,4.6E+03,5.4E+03,5.4E+03,6.7E+03,6.4E+03
Trip12,4.2E+03,5.0E+03,4.3E+03,3.6E+03,6.3E+03,5.1E+03,9.7E+03,8.3E+03
Trip12,2.2E+04,2.2E+04,1.0E+04,1.7E+04,2.2E+04,2.3E+04,2.9E+04,2.8E+04
Trps1,2.8E+03,2.9E+03,1.7E+03,1.6E+03,3.0E+03,2.3E+03,4.5E+03,4.9E+03
Ttf2,1.2E+04,1.3E+04,1.1E+04,1.3E+04,1.5E+04,1.4E+04,1.9E+04,1.9E+04
Twistnb,4.5E+03,4.4E+03,2.3E+03,3.8E+03,5.9E+03,5.8E+03,9.8E+03,9.3E+03
Twistnb,5.0E+03,4.8E+03,4.2E+03,4.4E+03,5.9E+03,6.8E+03,1.2E+04,9.9E+03
Twistnb,5.9E+03,5.8E+03,5.5E+03,5.7E+03,6.8E+03,6.7E+03,9.0E+03,8.9E+03
Txlna,1.0E+03,2.6E+03,2.6E+03,9.5E+02,6.5E+03,6.2E+03,6.3E+03,6.7E+03
Txlna,4.3E+03,3.0E+03,7.2E+03,7.7E+03,1.3E+04,1.2E+04,1.6E+04,1.9E+04
Txnrd3,5.4E+03,5.9E+03,6.3E+03,4.9E+03,8.2E+03,7.0E+03,9.9E+03,9.9E+03
Txnrd3,1.1E+04,9.2E+03,9.9E+03,1.1E+04,2.1E+04,2.1E+04,3.6E+04,4.0E+04
Ubap2,1.9E+04,2.0E+04,1.7E+04,2.1E+04,2.4E+04,2.4E+04,3.0E+04,2.8E+04
Ubap2l,8.3E+03,1.0E+04,7.0E+03,8.6E+03,1.1E+04,1.2E+04,1.7E+04,1.8E+04
Ubap2l,1.6E+03,1.4E+03,1.1E+03,9.1E+02,5.9E+03,3.7E+03,6.8E+03,6.2E+03
Ubap2l,5.0E+03,5.0E+03,4.7E+03,5.0E+03,7.0E+03,7.1E+03,1.1E+04,8.7E+03
Ubap2l,9.5E+03,9.9E+03,6.6E+03,1.1E+04,1.4E+04,1.4E+04,1.8E+04,1.8E+04
Ubap2l,6.1E+03,6.5E+03,5.6E+03,8.6E+03,1.2E+04,1.0E+04,1.6E+04,1.4E+04
Ubap2l,2.0E+04,2.0E+04,1.2E+04,2.0E+04,3.0E+04,2.5E+04,4.0E+04,4.3E+04
Ubap2l,1.8E+04,2.3E+04,1.5E+04,2.2E+04,3.0E+04,3.0E+04,3.9E+04,4.3E+04
Ubap2l,1.3E+04,1.2E+04,1.3E+04,1.3E+04,2.3E+04,2.2E+04,2.6E+04,2.5E+04
Ubap2l,3.2E+03,2.9E+03,2.4E+03,2.1E+03,5.5E+03,4.8E+03,5.6E+03,5.7E+03
Ubap2l,7.8E+03,8.6E+03,7.9E+03,1.2E+04,1.9E+04,1.8E+04,1.9E+04,1.9E+04
Ubap2l,1.3E+04,1.3E+04,1.1E+04,1.4E+04,1.6E+04,1.6E+04,1.8E+04,1.9E+04
Ube2i,7.1E+03,7.3E+03,8.1E+03,7.3E+03,1.1E+04,1.1E+04,1.3E+04,1.3E+04
Ube2o,7.5E+03,6.7E+03,1.1E+04,1.0E+04,1.3E+04,1.3E+04,1.6E+04,1.8E+04
Ube2o,1.1E+04,1.2E+04,1.6E+04,1.3E+04,1.6E+04,1.5E+04,1.9E+04,2.0E+04
Ubp1,2.4E+03,2.6E+03,2.4E+03,2.4E+03,4.6E+03,3.7E+03,5.1E+03,5.2E+03
Ubp1,4.1E+03,4.5E+03,3.9E+03,4.2E+03,6.7E+03,6.6E+03,8.9E+03,8.5E+03
Ubr4,8.0E+03,8.1E+03,9.9E+03,1.0E+04,1.2E+04,1.0E+04,1.4E+04,1.4E+04
Ubtf,7.5E+03,7.3E+03,8.3E+03,6.6E+03,8.0E+03,7.6E+03,1.1E+04,1.2E+04
Ubxn1,1.1E+04,1.1E+04,1.3E+04,1.7E+04,2.1E+04,1.8E+04,2.3E+04,2.7E+04
Ubxn1,6.3E+03,6.3E+03,6.8E+03,7.1E+03,8.4E+03,7.7E+03,9.4E+03,9.5E+03
Ubxn6,2.3E+04,2.2E+04,2.3E+04,2.5E+04,3.5E+04,3.5E+04,3.9E+04,3.8E+04
Uck2,2.9E+03,3.4E+03,4.5E+03,3.9E+03,7.4E+03,6.8E+03,7.2E+03,8.4E+03
Ung,2.8E+03,2.7E+03,3.1E+03,3.0E+03,3.4E+03,4.1E+03,7.0E+03,5.5E+03
Ung,1.7E+03,1.4E+03,2.3E+03,1.9E+03,2.7E+03,1.9E+03,5.2E+03,5.4E+03
Ung,6.5E+03,6.9E+03,5.3E+03,7.8E+03,7.8E+03,7.1E+03,1.7E+04,1.7E+04
Upf1,2.9E+04,2.6E+04,3.2E+04,3.3E+04,5.3E+04,4.6E+04,5.3E+04,5.6E+04
Uprt,1.7E+04,1.6E+04,1.8E+04,1.6E+04,2.0E+04,2.2E+04,3.2E+04,2.7E+04
Usp14,5.3E+04,5.0E+04,3.7E+04,4.7E+04,7.0E+04,6.1E+04,8.1E+04,9.0E+04
Usp24,2.4E+04,2.2E+04,1.8E+04,1.9E+04,2.3E+04,2.3E+04,3.0E+04,2.9E+04
Usp24,2.6E+05,2.5E+05,1.6E+05,1.8E+05,2.5E+05,2.6E+05,3.2E+05,3.2E+05
Usp24,2.3E+04,2.0E+04,1.7E+04,1.9E+04,2.0E+04,2.0E+04,2.8E+04,2.8E+04
Usp36,1.5E+04,1.5E+04,1.5E+04,1.6E+04,2.0E+04,1.9E+04,2.6E+04,2.7E+04
Usp6nl,5.8E+03,6.2E+03,6.2E+03,5.8E+03,8.6E+03,8.4E+03,1.2E+04,1.2E+04
Utf1,5.1E+03,5.0E+03,4.7E+03,5.1E+03,6.3E+03,5.5E+03,7.8E+03,7.9E+03
Utp14b,6.8E+03,6.5E+03,4.8E+03,5.1E+03,6.7E+03,6.7E+03,1.1E+04,1.2E+04
Utp18,2.2E+05,2.1E+05,1.4E+05,2.2E+05,2.3E+05,2.2E+05,3.6E+05,3.8E+05
Utp18,2.1E+03,2.5E+03,1.6E+03,2.0E+03,3.0E+03,3.3E+03,4.4E+03,4.8E+03
Utp18,7.6E+03,7.3E+03,6.7E+03,7.0E+03,8.5E+03,9.2E+03,1.2E+04,1.1E+04
Utp3,9.8E+03,1.1E+04,9.7E+03,1.1E+04,1.1E+04,9.9E+03,1.6E+04,1.5E+04
Vps13d,1.4E+05,1.4E+05,1.3E+05,1.3E+05,1.5E+05,1.5E+05,2.0E+05,2.0E+05
Vps4a,2.1E+04,2.1E+04,1.3E+04,1.7E+04,1.6E+04,1.9E+04,2.6E+04,3.0E+04
Wdhd1,9.5E+03,8.5E+03,8.4E+03,7.9E+03,6.7E+03,7.8E+03,1.9E+04,2.0E+04
Wdhd1,6.8E+03,5.5E+03,6.0E+03,6.3E+03,6.1E+03,5.0E+03,1.3E+04,1.3E+04
Wdr4,4.2E+04,3.9E+04,3.2E+04,3.6E+04,3.3E+04,3.2E+04,5.1E+04,5.7E+04
Wdr4,2.0E+04,1.9E+04,1.1E+04,1.3E+04,2.0E+04,1.9E+04,3.6E+04,3.7E+04
Wdr4,1.2E+04,1.2E+04,1.0E+04,9.9E+03,1.2E+04,1.2E+04,1.5E+04,1.6E+04
Wdr43,1.2E+04,1.3E+04,1.1E+04,1.1E+04,1.6E+04,1.7E+04,2.6E+04,2.5E+04
Wdr74,7.5E+04,4.3E+04,6.8E+04,7.8E+04,1.1E+05,1.1E+05,1.5E+05,1.6E+05
Wdr75,2.2E+04,2.1E+04,2.0E+04,2.0E+04,2.8E+04,2.3E+04,3.4E+04,3.6E+04
Wdr75,1.2E+04,1.1E+04,1.2E+04,1.0E+04,1.4E+04,1.4E+04,2.0E+04,2.0E+04
Wipf2,7.9E+03,8.1E+03,7.1E+03,7.8E+03,1.1E+04,1.1E+04,1.2E+04,1.1E+04
Ybx1,4.2E+03,3.1E+03,2.7E+03,2.8E+03,4.2E+03,2.7E+03,1.7E+04,2.1E+04
Ybx1,1.1E+04,1.1E+04,1.4E+04,1.5E+04,1.4E+04,1.6E+04,2.0E+04,2.1E+04
Ybx1,7.1E+02,8.7E+02,2.1E+03,1.5E+03,2.6E+03,3.3E+03,4.8E+03,6.0E+03
Ybx1,2.9E+03,2.6E+03,2.9E+03,2.9E+03,3.8E+03,3.5E+03,4.4E+03,4.6E+03
Ybx1,2.8E+04,2.7E+04,2.7E+04,3.5E+04,3.2E+04,3.1E+04,4.7E+04,5.1E+04
Ybx1,7.4E+03,7.8E+03,7.7E+03,9.0E+03,1.3E+04,1.2E+04,2.0E+04,2.0E+04
Ybx1,4.1E+03,3.6E+03,3.6E+03,4.1E+03,5.4E+03,5.7E+03,1.1E+04,1.1E+04
Ybx1,2.7E+04,2.5E+04,2.3E+04,2.9E+04,6.5E+04,5.6E+04,1.3E+05,1.4E+05
Ybx1,2.7E+05,2.6E+05,3.0E+05,3.3E+05,6.7E+05,6.3E+05,1.3E+06,1.3E+06
Ybx3,3.5E+04,3.4E+04,3.2E+04,3.6E+04,5.9E+04,5.3E+04,1.7E+05,1.7E+05
Ythdf1,1.2E+04,1.2E+04,1.0E+04,1.1E+04,1.6E+04,1.4E+04,1.8E+04,2.0E+04
Zbed5,2.1E+04,2.2E+04,2.3E+04,2.1E+04,2.8E+04,3.1E+04,3.2E+04,3.2E+04
Zbed6,4.4E+03,4.7E+03,4.6E+03,4.2E+03,5.0E+03,5.1E+03,7.5E+03,7.6E+03
Zc3h11a,6.8E+03,7.8E+03,6.3E+03,8.5E+03,8.3E+03,8.5E+03,1.2E+04,1.3E+04
Zc3h18,1.2E+04,1.2E+04,1.2E+04,9.7E+03,1.4E+04,1.4E+04,1.8E+04,1.9E+04
Zc3h8,8.1E+03,6.0E+03,6.8E+03,6.7E+03,9.4E+03,9.1E+03,1.3E+04,1.6E+04
Zc3hc1,1.9E+04,1.8E+04,1.6E+04,1.9E+04,1.8E+04,2.0E+04,3.1E+04,2.9E+04
Zcchc9,1.3E+04,1.1E+04,9.6E+03,1.1E+04,2.0E+04,1.8E+04,5.9E+04,6.4E+04
Zdhhc20,2.0E+04,1.8E+04,1.2E+04,1.2E+04,2.9E+04,3.5E+04,3.4E+04,3.0E+04
Zdhhc20,6.9E+03,8.3E+03,8.4E+03,7.8E+03,1.3E+04,1.3E+04,1.4E+04,1.2E+04
Zdhhc5,1.4E+04,1.3E+04,1.2E+04,1.2E+04,1.6E+04,1.5E+04,1.8E+04,1.8E+04
Zdhhc5,3.4E+03,1.8E+03,3.1E+03,3.2E+03,5.3E+03,6.1E+03,6.7E+03,5.4E+03
Zdhhc5,1.5E+04,1.4E+04,1.4E+04,2.0E+04,3.0E+04,2.5E+04,3.4E+04,3.9E+04
Zdhhc5,1.5E+04,1.2E+04,1.7E+04,2.1E+04,2.7E+04,2.5E+04,3.3E+04,3.5E+04
Zdhhc5,6.2E+03,7.0E+03,6.0E+03,5.8E+03,7.9E+03,8.6E+03,9.3E+03,9.4E+03
Zdhhc5,1.0E+04,8.8E+03,7.4E+03,7.6E+03,1.3E+04,1.2E+04,1.2E+04,1.2E+04
Zdhhc5,1.9E+04,1.9E+04,2.3E+04,2.6E+04,3.3E+04,3.1E+04,3.8E+04,3.8E+04
Zfand5,3.1E+03,4.8E+03,4.7E+03,4.1E+03,7.2E+03,6.5E+03,8.7E+03,8.1E+03
Zfp106,8.6E+03,7.1E+03,4.4E+03,7.7E+03,1.5E+04,1.5E+04,1.7E+04,2.0E+04
Zfp106,7.4E+03,6.4E+03,5.4E+03,7.2E+03,8.2E+03,7.0E+03,1.1E+04,1.1E+04
Zfp106,2.3E+03,2.5E+03,2.6E+03,4.1E+03,5.2E+03,4.7E+03,5.7E+03,6.3E+03
Zfp106,2.6E+03,1.9E+03,2.0E+03,2.2E+03,3.6E+03,3.7E+03,4.6E+03,4.4E+03
Zfp106,5.8E+03,6.5E+03,4.8E+03,6.2E+03,8.7E+03,8.7E+03,1.4E+04,1.5E+04
Zfp213,5.7E+03,6.6E+03,5.7E+03,6.0E+03,6.8E+03,7.0E+03,1.1E+04,1.1E+04
Zfp91,1.5E+04,1.5E+04,7.8E+03,1.3E+04,1.3E+04,1.3E+04,2.0E+04,2.0E+04
Zhx1,9.6E+03,8.8E+03,8.3E+03,1.1E+04,1.5E+04,1.2E+04,1.7E+04,1.8E+04
Znf318,1.1E+04,1.0E+04,1.5E+04,1.5E+04,1.6E+04,1.4E+04,1.8E+04,2.2E+04
Znf318,6.5E+03,7.1E+03,4.9E+03,8.0E+03,1.0E+04,1.0E+04,1.1E+04,1.2E+04
Znf513,4.0E+03,4.0E+03,3.4E+03,4.2E+03,4.3E+03,4.1E+03,6.1E+03,6.0E+03
Znf609,1.5E+04,1.6E+04,1.2E+04,1.7E+04,1.8E+04,1.8E+04,2.4E+04,2.6E+04
Znf609,7.4E+03,5.8E+03,6.6E+03,5.7E+03,8.0E+03,7.8E+03,1.1E+04,1.0E+04
Sept7,5.2E+03,5.1E+03,8.2E+03,1.0E+04,1.4E+04,1.2E+04,9.8E+03,1.0E+04
8030462N17Rik,1.2E+04,1.2E+04,1.8E+04,1.2E+04,3.2E+04,3.0E+04,2.7E+04,3.7E+04
Abi1,2.0E+04,1.7E+04,2.3E+04,1.6E+04,3.3E+04,3.5E+04,3.1E+04,2.8E+04
Abl2,5.8E+03,5.8E+03,7.5E+03,6.0E+03,1.1E+04,1.3E+04,7.5E+03,7.9E+03
Abl2,4.0E+03,3.8E+03,5.6E+03,5.1E+03,6.1E+03,6.0E+03,4.8E+03,5.5E+03
Ablim1,2.6E+04,2.8E+04,3.3E+04,3.0E+04,4.3E+04,4.7E+04,3.0E+04,2.6E+04
Ablim1,3.1E+04,3.2E+04,4.0E+04,3.6E+04,4.6E+04,5.1E+04,3.8E+04,3.4E+04
Ablim1,5.4E+03,6.0E+03,1.1E+04,1.2E+04,1.5E+04,1.2E+04,7.1E+03,8.8E+03
Add1,1.3E+04,1.2E+04,2.5E+04,2.3E+04,4.7E+04,3.6E+04,2.7E+04,2.7E+04
Aff4,5.2E+03,5.1E+03,5.8E+03,6.3E+03,9.0E+03,7.5E+03,7.5E+03,8.1E+03
Agfg1,1.3E+04,1.2E+04,2.9E+04,2.0E+04,3.5E+04,3.4E+04,2.4E+04,2.8E+04
Agfg1,1.4E+04,1.2E+04,2.3E+04,1.9E+04,2.8E+04,2.5E+04,2.0E+04,2.2E+04
Ahctf1,5.6E+03,6.6E+03,9.3E+03,1.3E+04,1.6E+04,1.5E+04,1.2E+04,1.4E+04
Ahctf1,1.5E+04,1.2E+04,1.4E+04,2.2E+04,3.4E+04,3.4E+04,3.0E+04,2.9E+04
Akap10,6.9E+03,6.3E+03,8.9E+03,9.1E+03,1.2E+04,1.2E+04,9.9E+03,8.8E+03
Akap13,6.4E+03,6.6E+03,7.7E+03,1.0E+04,1.6E+04,1.3E+04,9.7E+03,1.1E+04
Aldoa,5.6E+03,5.7E+03,1.3E+04,8.8E+03,1.7E+04,1.6E+04,1.3E+04,1.1E+04
Anapc1,4.5E+03,4.4E+03,6.7E+03,6.6E+03,7.2E+03,7.9E+03,5.9E+03,5.8E+03
Ank3,2.9E+04,2.8E+04,4.3E+04,4.9E+04,8.6E+04,7.5E+04,6.6E+04,7.1E+04
Ankhd1,1.9E+04,1.9E+04,2.2E+04,2.2E+04,3.5E+04,3.4E+04,3.5E+04,3.1E+04
Ankrd26,4.5E+03,5.3E+03,1.1E+04,9.2E+03,1.3E+04,1.2E+04,9.1E+03,8.7E+03
Apbb1ip,1.2E+05,1.1E+05,1.8E+05,1.8E+05,2.3E+05,2.0E+05,1.8E+05,1.9E+05
Apc,3.5E+04,2.9E+04,4.0E+04,3.1E+04,5.0E+04,4.9E+04,4.9E+04,5.0E+04
Araf,2.5E+04,2.3E+04,4.0E+04,3.8E+04,4.8E+04,3.9E+04,3.3E+04,3.4E+04
Arfgef2,3.4E+03,2.6E+03,6.0E+03,3.3E+03,1.1E+04,1.3E+04,1.1E+04,1.2E+04
Arhgap27,1.6E+04,1.6E+04,2.1E+04,1.9E+04,3.2E+04,2.8E+04,2.5E+04,2.4E+04
Arhgap27,1.1E+04,1.0E+04,1.4E+04,1.2E+04,2.1E+04,1.9E+04,1.4E+04,1.5E+04
Arhgap31,2.5E+03,2.5E+03,4.7E+03,5.0E+03,6.8E+03,6.3E+03,4.4E+03,4.7E+03
Arhgef40,9.9E+03,1.2E+04,1.7E+04,2.1E+04,2.4E+04,2.1E+04,1.7E+04,2.0E+04
Arid4a,9.1E+03,9.0E+03,7.4E+03,8.1E+03,1.4E+04,1.3E+04,1.1E+04,1.2E+04
Arid4b,1.1E+04,1.1E+04,1.3E+04,1.3E+04,2.1E+04,2.3E+04,2.0E+04,1.8E+04
Arid5a,1.2E+04,1.3E+04,9.4E+03,1.1E+04,1.8E+04,2.0E+04,1.9E+04,1.7E+04
Arl14ep,1.8E+04,1.6E+04,2.7E+04,2.8E+04,3.2E+04,3.0E+04,2.4E+04,2.7E+04
Asap1,1.9E+04,1.7E+04,2.3E+04,2.2E+04,4.1E+04,3.6E+04,3.5E+04,3.6E+04
Atxn2l,8.3E+03,7.4E+03,1.1E+04,1.2E+04,1.5E+04,1.4E+04,1.4E+04,1.4E+04
Avl9,2.7E+04,3.1E+04,3.3E+04,3.4E+04,4.2E+04,4.5E+04,4.2E+04,4.4E+04
Baiap2,4.3E+04,4.5E+04,4.5E+04,4.4E+04,6.9E+04,6.7E+04,5.7E+04,5.6E+04
BC023829,1.0E+04,9.5E+03,1.2E+04,1.3E+04,2.2E+04,1.9E+04,1.8E+04,1.8E+04
BC037034,7.8E+03,7.6E+03,9.4E+03,1.0E+04,1.6E+04,1.4E+04,1.4E+04,1.3E+04
Bcl9,3.8E+04,3.9E+04,3.1E+04,3.3E+04,5.2E+04,4.8E+04,4.4E+04,4.4E+04
Bclaf1,7.2E+03,5.0E+03,8.8E+03,6.4E+03,2.0E+04,2.2E+04,1.6E+04,1.7E+04
Bend6,6.1E+03,5.3E+03,9.3E+03,1.2E+04,1.2E+04,1.4E+04,9.4E+03,1.0E+04
Bicd2,1.3E+04,1.3E+04,2.6E+04,2.5E+04,3.3E+04,2.9E+04,2.3E+04,2.4E+04
Bin1,2.4E+05,2.4E+05,3.0E+05,2.7E+05,3.9E+05,3.7E+05,3.0E+05,3.1E+05
Brap,2.2E+04,2.1E+04,3.1E+04,3.0E+04,4.1E+04,3.6E+04,2.8E+04,3.2E+04
Btbd9,1.8E+03,1.7E+03,3.1E+03,2.8E+03,5.3E+03,5.0E+03,3.2E+03,3.4E+03
Btbd9,2.7E+03,2.7E+03,4.0E+03,3.8E+03,6.4E+03,5.9E+03,4.7E+03,5.7E+03
Btrc,1.0E+04,1.1E+04,9.7E+03,1.1E+04,1.7E+04,1.8E+04,1.7E+04,1.7E+04
C2cd2l,3.0E+03,3.1E+03,4.2E+03,4.4E+03,6.0E+03,5.5E+03,3.2E+03,3.7E+03
Caap1,6.3E+03,6.3E+03,7.3E+03,5.1E+03,1.1E+04,1.2E+04,1.2E+04,1.0E+04
Cacna1b,2.6E+03,2.4E+03,3.9E+03,3.2E+03,6.5E+03,5.2E+03,5.5E+03,5.4E+03
Cap2,3.5E+03,3.1E+03,7.3E+03,5.7E+03,9.1E+03,7.3E+03,5.2E+03,5.4E+03
Card11,4.4E+04,3.8E+04,5.2E+04,5.0E+04,6.6E+04,6.7E+04,5.2E+04,5.2E+04
Carhsp1,1.5E+04,1.3E+04,2.0E+04,1.9E+04,2.7E+04,2.5E+04,2.4E+04,2.7E+04
Cbl,1.4E+03,3.8E+02,1.7E+03,1.2E+03,4.1E+03,5.2E+03,1.9E+03,1.6E+03
Cblb,1.5E+03,1.4E+03,1.6E+03,2.0E+03,5.6E+03,5.1E+03,4.4E+03,4.0E+03
Ccar2,2.4E+04,1.8E+04,3.1E+04,3.0E+04,4.5E+04,4.3E+04,2.7E+04,3.3E+04
Ccdc132,2.6E+04,2.6E+04,4.1E+04,3.7E+04,6.0E+04,6.0E+04,4.6E+04,4.5E+04
Ccdc132,6.2E+04,6.2E+04,1.2E+05,1.0E+05,1.8E+05,1.6E+05,1.2E+05,1.2E+05
Ccdc132,2.1E+04,2.1E+04,2.5E+04,2.5E+04,3.2E+04,3.1E+04,2.7E+04,2.6E+04
Ccnd2,9.0E+02,2.0E+03,2.1E+03,2.0E+03,7.9E+03,6.3E+03,3.5E+03,4.0E+03
Ccr8,1.7E+03,9.2E+02,2.4E+03,4.3E+03,1.3E+04,9.7E+03,5.2E+03,8.7E+03
Ccsmst1,3.7E+03,3.9E+03,4.6E+03,3.8E+03,6.3E+03,6.0E+03,6.0E+03,5.7E+03
Cd69,3.4E+03,2.9E+03,5.6E+03,5.6E+03,2.2E+04,1.6E+04,1.8E+04,2.1E+04
Cdc16,9.9E+03,1.0E+04,1.4E+04,1.3E+04,1.8E+04,1.7E+04,1.5E+04,1.4E+04
Cep250,6.2E+03,6.8E+03,1.5E+04,1.4E+04,2.3E+04,2.0E+04,1.5E+04,1.5E+04
Cep350,3.3E+03,4.2E+03,6.7E+03,9.5E+03,1.1E+04,1.2E+04,7.3E+03,6.1E+03
Chd1,3.7E+03,3.4E+03,6.0E+03,5.7E+03,8.7E+03,8.7E+03,5.6E+03,4.7E+03
Chd1,1.3E+04,1.1E+04,1.3E+04,1.4E+04,1.8E+04,1.8E+04,1.9E+04,1.9E+04
Chd1,7.6E+03,6.9E+03,7.5E+03,8.6E+03,1.3E+04,1.1E+04,1.2E+04,1.2E+04
Chd7,4.4E+03,4.1E+03,2.1E+03,3.2E+03,7.5E+03,7.4E+03,7.0E+03,6.5E+03
Clasp2,4.4E+03,4.0E+03,4.6E+03,3.6E+03,7.4E+03,7.5E+03,5.1E+03,5.7E+03
Clasp2,5.6E+03,4.1E+03,6.6E+03,4.7E+03,1.1E+04,1.2E+04,8.1E+03,7.8E+03
Clip1,9.2E+03,5.7E+03,7.6E+03,6.0E+03,1.8E+04,1.7E+04,1.1E+04,1.3E+04
Cmip,1.8E+04,1.4E+04,1.7E+04,1.7E+04,2.5E+04,2.8E+04,2.5E+04,2.7E+04
Cnot3,9.7E+03,8.8E+03,1.2E+04,1.4E+04,2.1E+04,1.9E+04,1.8E+04,2.2E+04
Cnp,7.4E+03,6.5E+03,1.3E+04,1.3E+04,2.4E+04,2.4E+04,1.2E+04,1.4E+04
Copa,2.8E+04,2.7E+04,5.1E+04,5.2E+04,7.9E+04,7.0E+04,6.2E+04,6.1E+04
Copb1,5.2E+03,5.0E+03,8.4E+03,6.6E+03,1.3E+04,1.1E+04,9.5E+03,8.5E+03
Coro1a,9.3E+03,7.1E+03,1.1E+04,9.4E+03,1.5E+04,1.6E+04,1.0E+04,1.1E+04
Cox7b,2.0E+04,2.1E+04,2.0E+04,2.2E+04,3.3E+04,3.1E+04,2.6E+04,2.9E+04
Cpsf6,3.7E+03,2.5E+03,4.6E+03,4.1E+03,1.0E+04,1.2E+04,4.0E+03,6.1E+03
Cpsf6,5.7E+03,4.5E+03,7.8E+03,9.0E+03,2.5E+04,2.2E+04,8.8E+03,1.2E+04
Crebzf,1.3E+04,1.1E+04,1.3E+04,1.1E+04,2.0E+04,1.8E+04,1.3E+04,1.4E+04
Crtc3,9.4E+03,8.1E+03,8.1E+03,9.2E+03,1.3E+04,1.3E+04,1.3E+04,1.2E+04
Crtc3,7.8E+03,8.1E+03,1.2E+04,9.9E+03,1.4E+04,1.4E+04,1.1E+04,1.2E+04
Crtc3,1.9E+05,1.9E+05,2.3E+05,2.2E+05,3.5E+05,3.6E+05,2.9E+05,2.8E+05
Dcp2,2.8E+03,2.1E+03,3.4E+03,3.7E+03,5.8E+03,5.1E+03,3.9E+03,4.2E+03
Ddx19b,1.7E+04,1.7E+04,2.5E+04,2.7E+04,4.8E+04,4.3E+04,3.6E+04,3.6E+04
Ddx3x,3.0E+03,2.5E+03,4.3E+03,4.9E+03,7.7E+03,7.3E+03,6.4E+03,7.9E+03
Deaf1,8.3E+03,7.7E+03,1.0E+04,9.4E+03,1.5E+04,1.5E+04,9.6E+03,1.1E+04
Diexf,4.0E+03,4.4E+03,5.5E+03,4.7E+03,1.0E+04,8.5E+03,9.4E+03,8.7E+03
Dkc1,2.2E+04,1.8E+04,2.2E+04,2.4E+04,3.0E+04,3.2E+04,2.6E+04,2.9E+04
Dopey2,3.9E+03,4.5E+03,7.5E+03,6.5E+03,1.1E+04,9.4E+03,7.4E+03,8.5E+03
Dopey2,5.5E+03,6.4E+03,1.0E+04,8.3E+03,1.3E+04,1.2E+04,9.1E+03,9.1E+03
Dot1l,5.6E+03,4.8E+03,5.2E+03,4.7E+03,8.8E+03,9.8E+03,9.0E+03,8.8E+03
Dot1l,5.1E+03,4.2E+03,4.0E+03,3.9E+03,6.5E+03,6.9E+03,6.6E+03,6.0E+03
Dot1l,1.4E+04,1.3E+04,1.2E+04,1.4E+04,2.4E+04,2.2E+04,2.3E+04,2.3E+04
