GeneName,0h.a,0h.b,2h.a,2h.b,8h.a,8h.b,16h.a,16h.b
Hist1h1c,1.9E+05,2.1E+05,2.0E+05,2.0E+05,2.1E+05,2.0E+05,2.0E+05,1.9E+05
Hist1h1c,1.1E+04,9.1E+03,1.3E+04,1.7E+04,1.3E+04,1.5E+04,1.6E+04,1.2E+04
Hist1h1c,9.4E+03,9.4E+03,8.7E+03,1.7E+04,1.9E+04,1.6E+04,2.4E+04,2.3E+04
Hist1h2bb,1.7E+04,1.6E+04,1.6E+04,1.4E+04,1.8E+04,1.7E+04,1.4E+04,1.4E+04
Hist1h2bc,3.3E+03,2.1E+03,3.9E+03,3.3E+03,3.0E+03,2.5E+03,3.1E+03,3.5E+03
Hist1h2bc,4.7E+03,2.7E+03,5.5E+03,6.1E+03,3.7E+03,3.9E+03,3.5E+03,3.4E+03
Hist1h2bc,6.3E+03,6.3E+03,5.5E+03,5.4E+03,5.9E+03,6.8E+03,5.2E+03,6.6E+03
Hist1h4a,1.6E+04,1.7E+04,1.7E+04,2.5E+04,1.7E+04,1.7E+04,1.6E+04,1.8E+04
Hivep1,1.9E+04,1.3E+04,7.9E+03,2.0E+04,1.6E+04,1.6E+04,1.3E+04,2.0E+04
Hivep1,1.3E+04,1.4E+04,8.4E+03,1.3E+04,1.1E+04,1.1E+04,1.1E+04,1.2E+04
Hivep2,3.0E+04,3.2E+04,2.6E+04,3.0E+04,2.9E+04,2.5E+04,2.5E+04,2.4E+04
Hivep2,9.4E+03,7.3E+03,5.8E+03,1.6E+04,1.2E+04,8.9E+03,8.5E+03,7.5E+03
Hivep2,1.1E+04,1.0E+04,9.8E+03,1.1E+04,1.1E+04,9.8E+03,1.1E+04,1.1E+04
Hivep2,4.2E+03,3.6E+03,2.3E+03,5.3E+03,4.6E+03,4.4E+03,4.8E+03,4.3E+03
Hivep2,1.6E+04,1.4E+04,1.3E+04,1.7E+04,1.4E+04,1.3E+04,1.0E+04,8.5E+03
Hivep2,4.4E+04,4.3E+04,2.4E+04,5.0E+04,4.5E+04,4.5E+04,5.3E+04,4.5E+04
Hivep2,2.1E+04,2.0E+04,1.8E+04,1.9E+04,2.0E+04,1.8E+04,1.6E+04,1.5E+04
Hivep2,1.4E+04,9.4E+03,8.9E+03,1.1E+04,1.0E+04,9.0E+03,8.8E+03,1.0E+04
Hivep2,3.9E+04,3.3E+04,1.7E+04,3.2E+04,2.7E+04,2.6E+04,2.3E+04,2.4E+04
Hivep2,2.1E+04,2.0E+04,1.7E+04,2.2E+04,2.2E+04,2.2E+04,2.5E+04,2.6E+04
Hivep2,2.2E+04,2.1E+04,9.7E+03,2.4E+04,1.7E+04,1.8E+04,1.4E+04,1.5E+04
Hivep3,7.3E+03,4.1E+03,7.5E+03,9.6E+03,1.4E+04,1.2E+04,1.2E+04,2.0E+04
Hivep3,2.7E+03,2.3E+03,2.6E+03,3.4E+03,6.3E+03,4.0E+03,5.3E+03,6.8E+03
Hltf,2.6E+04,2.8E+04,1.9E+04,2.3E+04,2.4E+04,2.4E+04,2.5E+04,2.3E+04
Hltf,4.4E+03,4.7E+03,4.2E+03,4.7E+03,4.3E+03,4.2E+03,3.9E+03,5.1E+03
Hmg20a,2.5E+04,2.6E+04,2.5E+04,3.2E+04,2.4E+04,2.6E+04,1.9E+04,2.2E+04
Hmga1,2.2E+04,1.7E+04,1.7E+04,1.8E+04,1.7E+04,1.7E+04,1.5E+04,1.6E+04
Hmga1,1.3E+04,1.2E+04,7.3E+03,1.3E+04,9.3E+03,9.2E+03,7.1E+03,9.5E+03
Hmga1,1.2E+04,1.1E+04,9.4E+03,1.2E+04,1.2E+04,1.0E+04,1.2E+04,1.1E+04
Hmga1,1.0E+04,9.2E+03,8.9E+03,1.0E+04,1.2E+04,1.1E+04,1.0E+04,1.1E+04
Hmga1,5.3E+03,5.5E+03,4.3E+03,4.7E+03,5.5E+03,4.6E+03,4.8E+03,5.3E+03
Hmga1,7.9E+03,7.8E+03,5.6E+03,8.0E+03,7.2E+03,7.2E+03,6.7E+03,6.4E+03
Hmgb1,1.5E+04,1.2E+04,1.4E+04,1.2E+04,1.6E+04,1.4E+04,8.5E+03,9.3E+03
Hmgb2,2.1E+04,2.0E+04,2.1E+04,2.0E+04,1.9E+04,2.0E+04,1.6E+04,1.7E+04
Hmgn1,6.7E+03,7.1E+03,6.8E+03,8.3E+03,8.3E+03,7.0E+03,9.3E+03,8.2E+03
Hmgn1,1.0E+04,1.1E+04,1.3E+04,1.3E+04,1.1E+04,1.2E+04,1.2E+04,1.2E+04
Hmgn1,6.9E+03,7.3E+03,7.1E+03,6.8E+03,7.3E+03,7.1E+03,7.3E+03,8.7E+03
Hmgn1,3.3E+04,2.2E+04,3.9E+04,5.4E+04,4.0E+04,3.8E+04,1.7E+04,1.7E+04
Hmgn3,5.4E+03,4.3E+03,2.1E+03,5.6E+03,4.1E+03,3.7E+03,2.9E+03,3.4E+03
Hmgn5,1.4E+04,1.4E+04,1.0E+04,1.4E+04,1.3E+04,1.2E+04,1.1E+04,9.0E+03
Hmgxb3,4.3E+03,3.7E+03,3.8E+03,4.9E+03,4.6E+03,4.3E+03,6.4E+03,4.8E+03
Hmgxb4,2.7E+04,2.9E+04,2.3E+04,2.9E+04,2.6E+04,2.4E+04,2.5E+04,2.5E+04
Hmgxb4,2.6E+04,2.7E+04,2.4E+04,2.6E+04,2.4E+04,2.7E+04,2.4E+04,2.3E+04
Hmha1,8.5E+03,7.4E+03,7.0E+03,6.9E+03,1.3E+04,1.3E+04,6.2E+03,6.8E+03
Hmha1,4.4E+03,5.2E+03,4.6E+03,3.1E+03,6.0E+03,6.6E+03,4.9E+03,4.9E+03
Hmha1,4.1E+03,4.6E+03,4.7E+03,4.6E+03,6.0E+03,6.1E+03,5.2E+03,3.6E+03
Hmha1,1.3E+04,1.4E+04,1.0E+04,1.5E+04,1.7E+04,1.6E+04,1.6E+04,1.8E+04
Hmha1,1.2E+04,1.2E+04,7.4E+03,1.2E+04,9.6E+03,1.1E+04,1.3E+04,1.0E+04
Hmha1,9.1E+03,9.6E+03,9.3E+03,9.0E+03,9.5E+03,9.2E+03,8.2E+03,8.0E+03
Hmha1,3.6E+04,3.9E+04,3.5E+04,4.2E+04,3.2E+04,3.1E+04,3.5E+04,4.1E+04
Hmha1,2.2E+04,2.3E+04,1.8E+04,2.2E+04,2.1E+04,2.1E+04,1.9E+04,1.9E+04
Hmha1,2.5E+04,1.7E+04,1.9E+04,2.5E+04,2.1E+04,1.7E+04,1.7E+04,2.0E+04
Hmha1,6.9E+03,5.9E+03,4.6E+03,5.9E+03,5.7E+03,4.5E+03,5.3E+03,5.8E+03
Hmha1,5.2E+04,5.3E+04,5.1E+04,5.8E+04,5.0E+04,5.2E+04,4.4E+04,4.6E+04
Hmha1,4.4E+04,2.6E+04,2.4E+04,2.9E+04,3.0E+04,3.0E+04,1.7E+04,2.0E+04
Hmha1,2.2E+04,1.8E+04,2.4E+04,1.9E+04,3.1E+04,2.6E+04,1.7E+04,1.9E+04
Hmha1,7.0E+03,7.8E+03,8.2E+03,6.2E+03,6.6E+03,6.0E+03,9.8E+03,7.8E+03
Hmha1,8.5E+03,9.1E+03,8.7E+03,1.1E+04,1.2E+04,1.1E+04,9.2E+03,9.4E+03
Hmha1,1.1E+05,1.0E+05,9.7E+04,1.1E+05,1.0E+05,1.0E+05,8.6E+04,8.7E+04
Hmha1,7.9E+03,7.7E+03,7.9E+03,9.0E+03,7.8E+03,7.1E+03,6.7E+03,7.5E+03
Hmha1,2.2E+05,2.1E+05,1.3E+05,2.0E+05,1.8E+05,2.0E+05,1.6E+05,1.5E+05
Hmha1,7.8E+04,7.9E+04,5.4E+04,7.1E+04,5.4E+04,5.3E+04,5.1E+04,4.6E+04
Hmha1,1.3E+04,1.4E+04,1.1E+04,1.4E+04,1.3E+04,1.4E+04,1.2E+04,1.1E+04
Hmha1,5.5E+05,4.9E+05,3.9E+05,4.5E+05,4.4E+05,4.8E+05,3.6E+05,3.3E+05
Hmha1,8.2E+03,8.4E+03,7.1E+03,8.4E+03,8.3E+03,8.1E+03,8.6E+03,8.4E+03
Hn1,1.9E+04,1.6E+04,1.6E+04,1.9E+04,2.1E+04,1.7E+04,1.7E+04,1.9E+04
Hn1,1.6E+04,1.4E+04,1.6E+04,1.7E+04,1.6E+04,1.8E+04,1.4E+04,1.7E+04
Hn1,1.1E+04,1.3E+04,1.8E+04,1.4E+04,1.1E+04,1.2E+04,1.1E+04,9.2E+03
Hn1,5.7E+03,3.6E+03,7.1E+03,5.0E+03,7.1E+03,7.2E+03,6.4E+03,8.2E+03
Hnrnpa1,4.0E+03,4.5E+03,4.3E+03,2.9E+03,4.4E+03,4.6E+03,4.8E+03,5.5E+03
Hnrnpa1,2.5E+04,2.8E+04,3.0E+04,3.1E+04,3.7E+04,3.4E+04,3.3E+04,3.8E+04
Hnrnpa1,5.9E+04,5.8E+04,6.4E+04,6.7E+04,8.8E+04,8.3E+04,7.9E+04,8.4E+04
Hnrnpa1,5.2E+05,5.2E+05,6.8E+05,5.8E+05,7.7E+05,7.1E+05,6.7E+05,6.9E+05
Hnrnpa2b1,7.9E+03,9.2E+03,1.3E+04,7.2E+03,1.1E+04,9.2E+03,1.0E+04,1.0E+04
Hnrnpa2b1,2.0E+04,4.3E+03,1.2E+04,1.1E+04,3.0E+04,2.0E+04,7.6E+03,1.8E+04
Hnrnpa2b1,1.3E+04,5.9E+03,8.3E+03,6.9E+03,1.1E+04,9.5E+03,5.5E+03,6.8E+03
Hnrnpa2b1,2.7E+04,1.8E+04,2.2E+04,1.9E+04,3.3E+04,3.0E+04,3.1E+04,3.3E+04
Hnrnpa2b1,4.7E+03,5.0E+03,6.7E+03,6.2E+03,6.2E+03,6.3E+03,4.5E+03,4.3E+03
Hnrnpa2b1,2.1E+04,1.8E+04,1.6E+04,1.5E+04,2.6E+04,2.1E+04,2.0E+04,2.3E+04
Hnrnpa2b1,1.1E+04,1.1E+04,1.2E+04,1.4E+04,1.2E+04,1.0E+04,1.1E+04,1.1E+04
Hnrnpa2b1,1.1E+04,1.1E+04,1.3E+04,1.2E+04,1.3E+04,1.3E+04,1.4E+04,1.2E+04
Hnrnpa2b1,3.4E+04,2.2E+04,2.7E+04,2.0E+04,4.8E+04,3.7E+04,3.0E+04,3.5E+04
Hnrnpa2b1,1.6E+04,1.4E+04,1.5E+04,1.6E+04,1.6E+04,1.7E+04,1.8E+04,1.6E+04
Hnrnpa2b1,8.6E+04,8.3E+04,1.1E+05,9.7E+04,1.2E+05,1.2E+05,1.0E+05,1.1E+05
Hnrnpa3,6.3E+03,5.3E+03,6.8E+03,6.2E+03,7.0E+03,6.5E+03,5.8E+03,6.6E+03
Hnrnpa3,8.2E+03,8.7E+03,7.9E+03,7.8E+03,8.5E+03,7.2E+03,7.2E+03,6.5E+03
Hnrnpa3,9.1E+03,9.0E+03,7.2E+03,9.3E+03,7.2E+03,8.6E+03,9.1E+03,9.2E+03
Hnrnpa3,2.2E+04,1.0E+04,1.4E+04,1.7E+04,1.4E+04,1.0E+04,8.9E+03,1.3E+04
Hnrnpa3,3.9E+03,4.0E+03,3.2E+03,4.7E+03,5.1E+03,5.0E+03,4.7E+03,3.9E+03
Hnrnpa3,6.6E+03,5.6E+03,6.2E+03,6.0E+03,7.4E+03,7.5E+03,7.8E+03,6.8E+03
Hnrnpa3,7.7E+03,6.3E+03,7.7E+03,8.9E+03,8.2E+03,7.0E+03,5.8E+03,6.2E+03
Hnrnpa3,3.5E+04,3.6E+04,2.8E+04,2.7E+04,3.4E+04,3.3E+04,3.4E+04,3.4E+04
Hnrnpa3,6.7E+05,7.0E+05,4.8E+05,5.1E+05,5.9E+05,6.2E+05,6.3E+05,6.2E+05
Hnrnpab,7.8E+03,7.4E+03,6.7E+03,7.1E+03,7.8E+03,7.9E+03,8.4E+03,8.5E+03
Hnrnpc,1.9E+04,1.6E+04,1.5E+04,1.7E+04,2.2E+04,2.5E+04,1.9E+04,2.3E+04
Hnrnpc,1.2E+04,8.9E+03,9.6E+03,9.5E+03,9.4E+03,9.5E+03,1.6E+04,1.3E+04
Hnrnpc,1.5E+04,1.6E+04,1.9E+04,1.6E+04,1.8E+04,1.7E+04,1.5E+04,1.4E+04
Hnrnpc,9.9E+03,8.4E+03,9.9E+03,1.0E+04,1.0E+04,1.0E+04,1.1E+04,1.1E+04
Hnrnpc,3.6E+04,3.6E+04,3.6E+04,4.1E+04,3.9E+04,4.0E+04,4.1E+04,4.4E+04
Hnrnpc,5.7E+03,4.2E+03,6.0E+03,6.4E+03,6.2E+03,6.4E+03,6.8E+03,7.2E+03
Hnrnpc,6.4E+03,6.8E+03,8.5E+03,6.8E+03,6.7E+03,6.8E+03,5.8E+03,6.4E+03
Hnrnpc,5.9E+03,4.0E+03,4.8E+03,5.3E+03,7.0E+03,5.7E+03,6.7E+03,6.5E+03
Hnrnpc,5.1E+04,3.8E+04,6.0E+04,4.8E+04,7.3E+04,7.0E+04,7.2E+04,7.2E+04
Hnrnpc,6.2E+03,5.2E+03,6.9E+03,6.1E+03,7.5E+03,7.8E+03,7.6E+03,8.5E+03
Hnrnpc,7.1E+04,7.2E+04,6.8E+04,8.0E+04,7.3E+04,7.2E+04,7.5E+04,8.7E+04
Hnrnpc,1.1E+04,1.3E+04,1.2E+04,1.2E+04,1.1E+04,1.1E+04,1.1E+04,1.1E+04
Hnrnpc,2.3E+04,2.6E+04,2.6E+04,2.3E+04,2.3E+04,2.2E+04,2.1E+04,2.1E+04
Hnrnpc,2.3E+05,2.4E+05,1.8E+05,2.4E+05,1.8E+05,1.9E+05,1.8E+05,2.0E+05
Hnrnpd,1.4E+04,9.1E+03,9.5E+03,1.3E+04,9.6E+03,9.7E+03,5.2E+03,6.5E+03
Hnrnpd,8.4E+04,8.5E+04,6.3E+04,8.6E+04,7.3E+04,6.9E+04,6.3E+04,6.4E+04
Hnrnpd,6.0E+03,6.7E+03,3.0E+03,7.2E+03,4.3E+03,3.9E+03,6.1E+03,6.8E+03
Hnrnpd,8.2E+03,8.0E+03,4.7E+03,7.9E+03,5.6E+03,5.4E+03,4.8E+03,6.6E+03
Hnrnpd,6.4E+03,4.8E+03,3.1E+03,4.9E+03,4.6E+03,4.7E+03,4.5E+03,4.5E+03
Hnrnpd,1.1E+04,1.1E+04,2.5E+03,8.8E+03,7.2E+03,7.7E+03,9.9E+03,1.2E+04
Hnrnpd,5.5E+03,4.3E+03,3.5E+03,5.3E+03,4.2E+03,4.5E+03,2.8E+03,2.8E+03
Hnrnpd,8.2E+04,8.5E+04,2.6E+04,7.1E+04,5.9E+04,6.4E+04,8.6E+04,1.0E+05
Hnrnpd,9.1E+04,7.0E+04,6.4E+04,9.9E+04,7.8E+04,7.8E+04,4.6E+04,5.3E+04
Hnrnph1,4.1E+03,3.8E+03,3.1E+03,3.9E+03,3.9E+03,4.1E+03,4.4E+03,4.6E+03
Hnrnpk,4.9E+03,4.1E+03,5.0E+03,3.1E+03,3.4E+03,3.3E+03,4.5E+03,4.3E+03
Hnrnpk,4.5E+04,4.9E+04,4.9E+04,4.2E+04,4.1E+04,3.9E+04,4.1E+04,4.0E+04
Hnrnpk,6.1E+03,5.4E+03,6.4E+03,5.1E+03,5.0E+03,5.1E+03,5.3E+03,5.0E+03
Hnrnpk,7.4E+04,7.1E+04,6.0E+04,5.9E+04,6.0E+04,6.5E+04,6.8E+04,7.7E+04
Hnrnpk,1.5E+05,1.5E+05,1.2E+05,1.1E+05,1.2E+05,1.2E+05,1.4E+05,1.5E+05
Hnrnpll,4.1E+03,5.2E+03,3.8E+03,3.7E+03,3.7E+03,4.9E+03,4.0E+03,4.0E+03
Hnrnpm,9.8E+03,9.9E+03,7.8E+03,8.3E+03,9.7E+03,9.8E+03,1.0E+04,1.0E+04
Hnrnpm,1.7E+04,9.0E+03,9.9E+03,1.1E+04,1.1E+04,8.1E+03,7.2E+03,7.4E+03
Hnrnpm,3.9E+04,1.4E+04,1.2E+04,2.0E+04,2.5E+04,1.4E+04,7.4E+03,1.2E+04
Hnrnpm,1.1E+04,1.2E+04,6.7E+03,9.9E+03,1.0E+04,8.5E+03,7.9E+03,8.9E+03
Hnrnpm,2.5E+04,5.9E+03,2.8E+03,5.5E+03,6.8E+03,5.2E+03,3.3E+03,5.7E+03
Hnrnpm,1.4E+04,6.2E+03,5.0E+03,5.1E+03,7.5E+03,5.6E+03,4.1E+03,5.2E+03
Hnrnpm,9.9E+03,3.8E+03,3.3E+03,2.7E+03,5.1E+03,3.3E+03,1.9E+03,2.7E+03
Hnrnpu,3.2E+04,3.3E+04,3.0E+04,2.7E+04,3.2E+04,3.2E+04,3.3E+04,3.0E+04
Hnrnpu,2.1E+04,2.3E+04,1.2E+04,2.1E+04,1.9E+04,2.0E+04,2.3E+04,2.3E+04
Hnrnpu,5.4E+04,5.5E+04,5.1E+04,5.0E+04,5.1E+04,5.0E+04,4.8E+04,4.7E+04
Hnrnpu,2.3E+04,2.1E+04,1.7E+04,2.0E+04,2.0E+04,1.9E+04,2.0E+04,2.2E+04
Hnrnpu,4.9E+04,5.3E+04,4.9E+04,5.7E+04,5.9E+04,5.6E+04,5.4E+04,5.9E+04
Hnrnpu,4.5E+04,4.3E+04,3.8E+04,4.5E+04,4.3E+04,4.2E+04,4.8E+04,4.9E+04
Hnrnpul1,1.6E+04,1.8E+04,1.2E+04,1.6E+04,1.6E+04,1.6E+04,1.9E+04,1.8E+04
Hnrnpul1,7.3E+03,7.5E+03,8.1E+03,7.7E+03,7.9E+03,8.2E+03,7.0E+03,7.0E+03
Hnrnpul1,5.9E+03,5.1E+03,4.4E+03,3.6E+03,5.0E+03,6.0E+03,6.9E+03,5.2E+03
Hnrnpul1,5.9E+03,5.4E+03,5.7E+03,5.9E+03,5.7E+03,6.8E+03,6.7E+03,6.1E+03
Hnrnpul2,7.1E+03,7.5E+03,8.0E+03,6.0E+03,8.7E+03,8.5E+03,7.3E+03,9.1E+03
Hnrnpul2,3.3E+03,3.0E+03,4.5E+03,3.3E+03,4.9E+03,4.4E+03,4.5E+03,5.7E+03
Hnrnpul2,9.5E+03,8.9E+03,1.3E+04,9.9E+03,9.9E+03,9.9E+03,6.1E+03,5.9E+03
Hnrnpul2,1.5E+04,1.3E+04,9.8E+03,1.3E+04,1.2E+04,1.1E+04,9.8E+03,9.0E+03
Hnrnpul2,6.9E+04,6.3E+04,7.2E+04,5.1E+04,5.3E+04,5.3E+04,3.3E+04,3.6E+04
Hnrnpul2,1.4E+05,1.3E+05,1.2E+05,1.1E+05,1.1E+05,1.2E+05,9.5E+04,9.1E+04
Hnrnpul2,2.9E+04,2.8E+04,3.4E+04,2.3E+04,2.5E+04,2.4E+04,1.8E+04,1.8E+04
Hook3,3.5E+03,4.7E+03,6.9E+03,4.7E+03,5.6E+03,5.3E+03,5.1E+03,6.5E+03
Hoxa6,1.5E+04,1.4E+04,1.2E+04,1.7E+04,1.1E+04,1.3E+04,1.4E+04,1.0E+04
Hoxd13,2.4E+04,1.9E+04,2.0E+04,2.3E+04,2.3E+04,2.1E+04,2.3E+04,2.1E+04
Hp1bp3,1.9E+04,1.6E+04,1.3E+04,2.3E+04,1.4E+04,1.5E+04,1.9E+04,2.0E+04
Hp1bp3,1.5E+04,1.5E+04,1.1E+04,1.7E+04,1.3E+04,1.5E+04,1.5E+04,1.3E+04
Hrnr,8.9E+03,8.5E+03,1.0E+04,8.9E+03,9.9E+03,9.5E+03,9.7E+03,7.4E+03
Hrnr,4.3E+03,4.7E+03,4.2E+03,3.8E+03,4.5E+03,4.9E+03,5.9E+03,5.3E+03
Hrnr,1.4E+04,1.3E+04,1.2E+04,1.3E+04,1.3E+04,1.2E+04,1.2E+04,1.3E+04
Hsbp1,1.1E+04,8.5E+03,1.3E+04,1.1E+04,1.4E+04,1.2E+04,1.0E+04,1.2E+04
Hsd17b4,5.5E+03,5.8E+03,5.6E+03,5.1E+03,6.0E+03,5.7E+03,6.8E+03,6.7E+03
Hsf1,8.7E+03,8.9E+03,1.1E+04,9.9E+03,9.5E+03,9.1E+03,7.6E+03,8.0E+03
Hsf1,2.4E+05,2.4E+05,1.7E+05,2.2E+05,2.2E+05,2.2E+05,2.5E+05,2.6E+05
Hsf1,1.0E+04,7.3E+03,9.4E+03,1.2E+04,9.7E+03,8.4E+03,1.0E+04,1.0E+04
Hsf1,7.0E+03,9.6E+03,6.9E+03,9.4E+03,9.5E+03,9.5E+03,1.1E+04,1.0E+04
Hsf1,1.4E+04,1.2E+04,7.7E+03,1.0E+04,9.5E+03,1.0E+04,1.2E+04,1.4E+04
Hsf1,1.0E+04,1.1E+04,1.2E+04,9.1E+03,8.1E+03,9.2E+03,6.9E+03,7.6E+03
Hsp90aa1,1.8E+04,1.8E+04,1.8E+04,2.0E+04,1.9E+04,1.5E+04,2.5E+04,2.5E+04
Hsp90aa1,6.0E+03,6.6E+03,7.6E+03,6.0E+03,5.8E+03,6.4E+03,6.8E+03,7.5E+03
Hsp90aa1,1.1E+05,1.2E+05,1.3E+05,1.1E+05,1.3E+05,1.2E+05,1.4E+05,1.5E+05
Hsp90aa1,2.6E+04,2.5E+04,2.6E+04,2.2E+04,2.6E+04,2.7E+04,3.0E+04,3.3E+04
Hsp90aa1,4.5E+05,4.7E+05,5.0E+05,4.5E+05,5.0E+05,4.9E+05,5.9E+05,5.9E+05
Hsp90aa1,6.4E+05,7.0E+05,6.3E+05,6.7E+05,7.2E+05,7.6E+05,9.2E+05,9.9E+05
Hsp90aa1,5.8E+05,5.6E+05,8.2E+05,6.1E+05,6.8E+05,6.6E+05,6.1E+05,6.5E+05
Hsp90ab1,1.9E+04,1.8E+04,1.9E+04,1.7E+04,1.8E+04,1.9E+04,2.5E+04,2.3E+04
Hsp90ab1,1.0E+05,9.7E+04,1.5E+05,8.8E+04,9.7E+04,1.0E+05,1.2E+05,1.2E+05
Hsp90ab1,1.1E+04,1.0E+04,1.3E+04,9.3E+03,1.1E+04,1.1E+04,1.2E+04,1.0E+04
Hsp90ab1,1.0E+04,9.6E+03,9.1E+03,1.0E+04,9.0E+03,9.0E+03,9.2E+03,9.1E+03
Hsp90ab1,1.8E+04,1.5E+04,1.8E+04,1.6E+04,2.2E+04,2.0E+04,2.3E+04,2.5E+04
Hsp90ab1,2.7E+05,3.0E+05,3.6E+05,3.2E+05,3.7E+05,3.6E+05,4.3E+05,4.1E+05
Hsp90ab1,9.7E+05,1.0E+06,1.3E+06,9.8E+05,1.2E+06,1.2E+06,1.5E+06,1.5E+06
Hspa4,1.6E+04,1.6E+04,2.1E+04,1.4E+04,2.0E+04,1.9E+04,2.0E+04,1.8E+04
Hspa4,1.9E+04,1.6E+04,2.5E+04,2.0E+04,2.3E+04,2.3E+04,2.0E+04,2.1E+04
Hspa4l,5.5E+03,5.6E+03,6.4E+03,6.7E+03,1.3E+04,9.4E+03,8.3E+03,8.7E+03
Hspa8,1.1E+04,8.8E+03,1.0E+04,1.1E+04,8.5E+03,8.9E+03,1.1E+04,7.9E+03
Hspa8,2.2E+04,2.3E+04,1.8E+04,2.1E+04,2.7E+04,2.8E+04,2.3E+04,2.7E+04
Hspa8,1.1E+04,1.2E+04,1.1E+04,1.2E+04,1.2E+04,1.2E+04,1.2E+04,1.1E+04
Hsph1,4.4E+03,2.9E+03,4.4E+03,3.6E+03,3.6E+03,4.2E+03,5.5E+03,5.3E+03
Hsph1,3.0E+03,1.6E+03,1.2E+03,1.1E+03,2.8E+03,2.9E+03,3.2E+03,4.6E+03
Htatsf1,1.1E+04,1.2E+04,2.0E+04,8.5E+03,1.1E+04,9.0E+03,7.6E+03,8.0E+03
Htatsf1,3.2E+04,2.9E+04,3.3E+04,2.7E+04,3.0E+04,3.2E+04,2.3E+04,2.5E+04
Htatsf1,7.0E+03,1.0E+04,6.5E+03,8.6E+03,9.1E+03,7.1E+03,5.3E+03,6.6E+03
Htatsf1,1.9E+04,1.7E+04,1.7E+04,1.3E+04,1.9E+04,1.8E+04,1.5E+04,1.5E+04
Htatsf1,5.9E+03,3.8E+03,6.8E+03,4.7E+03,5.3E+03,3.7E+03,4.6E+03,3.8E+03
Htatsf1,4.9E+03,4.8E+03,7.4E+03,2.5E+03,3.2E+03,3.0E+03,2.4E+03,2.4E+03
Htatsf1,1.6E+04,1.7E+04,2.5E+04,1.6E+04,1.9E+04,1.8E+04,1.5E+04,1.7E+04
Htatsf1,1.4E+04,2.3E+04,2.0E+04,2.1E+04,1.3E+04,2.1E+04,1.1E+04,1.3E+04
Htatsf1,4.7E+03,3.4E+03,7.8E+03,5.0E+03,3.8E+03,4.2E+03,1.8E+03,2.6E+03
Htatsf1,6.5E+03,7.0E+03,6.3E+03,6.6E+03,5.9E+03,5.9E+03,6.8E+03,6.4E+03
Htatsf1,1.4E+04,1.5E+04,1.6E+04,1.4E+04,1.4E+04,1.3E+04,1.3E+04,1.3E+04
Htatsf1,5.7E+04,5.6E+04,6.1E+04,5.6E+04,5.5E+04,5.4E+04,4.6E+04,4.7E+04
Htatsf1,1.4E+04,1.5E+04,1.8E+04,1.4E+04,1.2E+04,1.3E+04,1.2E+04,1.2E+04
Htatsf1,4.3E+04,4.2E+04,4.5E+04,4.0E+04,4.0E+04,4.1E+04,3.3E+04,3.6E+04
Htr5b,2.2E+04,2.2E+04,2.0E+04,2.1E+04,2.3E+04,2.0E+04,2.4E+04,2.3E+04
Huwe1,3.9E+03,2.8E+03,5.6E+03,4.4E+03,4.2E+03,4.8E+03,6.1E+03,5.7E+03
Huwe1,1.7E+04,1.9E+04,1.8E+04,1.9E+04,2.0E+04,2.0E+04,2.6E+04,2.5E+04
Huwe1,5.2E+03,5.8E+03,8.4E+03,7.2E+03,8.1E+03,7.1E+03,8.2E+03,1.0E+04
Huwe1,2.4E+04,2.7E+04,2.8E+04,2.5E+04,3.1E+04,2.6E+04,3.5E+04,3.4E+04
Huwe1,9.6E+03,1.0E+04,1.1E+04,9.7E+03,1.2E+04,1.1E+04,1.1E+04,1.1E+04
Huwe1,7.2E+03,7.6E+03,7.0E+03,7.8E+03,8.0E+03,8.5E+03,8.3E+03,7.8E+03
Huwe1,1.3E+04,1.4E+04,1.3E+04,1.7E+04,1.5E+04,1.3E+04,1.5E+04,1.4E+04
Huwe1,1.6E+04,1.5E+04,1.8E+04,1.5E+04,1.5E+04,1.7E+04,1.8E+04,1.4E+04
Huwe1,8.2E+03,8.8E+03,9.0E+03,7.4E+03,1.2E+04,9.4E+03,1.1E+04,1.0E+04
Huwe1,1.1E+04,1.1E+04,1.1E+04,1.0E+04,1.2E+04,1.2E+04,1.2E+04,1.3E+04
Huwe1,5.9E+03,6.4E+03,7.5E+03,5.0E+03,5.5E+03,5.3E+03,4.9E+03,4.1E+03
Huwe1,6.5E+04,6.8E+04,6.1E+04,6.7E+04,7.1E+04,6.8E+04,8.4E+04,8.5E+04
Huwe1,5.8E+03,6.1E+03,6.8E+03,5.8E+03,6.7E+03,6.1E+03,6.6E+03,6.5E+03
Huwe1,2.6E+03,4.1E+03,6.0E+03,5.0E+03,4.0E+03,2.5E+03,2.9E+03,3.3E+03
Hydin,8.0E+04,7.5E+04,6.7E+04,6.3E+04,8.0E+04,7.5E+04,6.9E+04,6.6E+04
Hyls1,6.0E+03,4.3E+03,5.2E+03,5.1E+03,6.8E+03,6.3E+03,6.0E+03,4.9E+03
Hyls1,1.0E+04,1.0E+04,1.3E+04,1.3E+04,1.1E+04,1.2E+04,1.0E+04,9.2E+03
Ibtk,2.0E+04,1.9E+04,1.9E+04,2.3E+04,2.2E+04,2.0E+04,2.6E+04,2.5E+04
Ibtk,6.8E+03,7.1E+03,5.9E+03,7.3E+03,7.8E+03,7.2E+03,6.9E+03,5.8E+03
